Gruppo;Giornata;Casa;Tras;Gol Casa;Gol Tras
Daunia Meridionale;37;Carapelle;Foggia;2;0
Daunia Meridionale;37;Stornarella;Castelluccio dei Sauri;2;1
Daunia Meridionale;37;Deliceto;Stornara;3;1
Daunia Meridionale;37;Monteleone di Puglia;Orta Nova;1;0
Daunia Meridionale;38;Rocchetta Sant'Antonio;Accadia;1;2
Daunia Meridionale;38;Bovino;Stornarella;0;0
Daunia Meridionale;38;Troia;Sant'Agata di Puglia;1;0
Daunia Meridionale;38;Anzano di Puglia;Carapelle;0;2
Daunia Meridionale;38;Stornara;Ordona;0;0
Daunia Meridionale;38;Castelluccio dei Sauri;Orsara di Puglia;2;3
Daunia Meridionale;38;Foggia;Monteleone di Puglia;0;0
Daunia Meridionale;38;Orta Nova;Deliceto;0;3
Daunia Meridionale;38;Panni;Candela;1;4
Daunia Meridionale;38;Castelluccio Valmaggiore;Ascoli Satriano;1;0
Peucezia;1;Acquaviva delle Fonti;Adelfia;1;2
Peucezia;1;Bari;Binetto;1;0
Peucezia;1;Bitetto;Bitonto;2;2
Peucezia;1;Bitritto;Capurso;0;2
Peucezia;1;Casamassima;Cassano delle Murge;1;1
Peucezia;1;Cellamare;Giovinazzo;1;2
Peucezia;1;Grumo Appula;Modugno;2;1
Peucezia;1;Palo del Colle;Sannicandro di Bari;1;1
Peucezia;1;Santeramo in Colle;Toritto;1;0
Peucezia;1;Triggiano;Valenzano;1;1
Peucezia;2;Bitonto;Santeramo in Colle;1;2
Peucezia;2;Binetto;Grumo Appula;1;0
Peucezia;2;Modugno;Acquaviva delle Fonti;2;1
Peucezia;2;Valenzano;Bari;1;0
Peucezia;2;Sannicandro di Bari;Bitetto;1;0
Peucezia;2;Giovinazzo;Casamassima;2;0
Peucezia;2;Capurso;Palo del Colle;0;1
Peucezia;2;Adelfia;Cellamare;5;0
Peucezia;2;Cassano delle Murge;Triggiano;2;1
Peucezia;2;Toritto;Bitritto;3;0
Peucezia;3;Santeramo in Colle;Giovinazzo;1;1
Peucezia;3;Bari;Bitonto;0;3
Peucezia;3;Triggiano;Capurso;0;1
Peucezia;3;Palo del Colle;Adelfia;2;1
Peucezia;3;Grumo Appula;Cassano delle Murge;2;1
Peucezia;3;Cellamare;Binetto;0;5
Peucezia;3;Casamassima;Valenzano;0;0
Peucezia;3;Bitritto;Sannicandro di Bari;0;4
Peucezia;3;Bitetto;Modugno;0;1
Peucezia;3;Acquaviva delle Fonti;Toritto;1;1
Peucezia;4;Sannicandro di Bari;Santeramo in Colle;0;1
Peucezia;4;Binetto;Bitetto;3;0
Peucezia;4;Bitonto;Casamassima;2;0
Peucezia;4;Giovinazzo;Bari;1;1
Peucezia;4;Capurso;Cellamare;4;1
Peucezia;4;Cassano delle Murge;Acquaviva delle Fonti;0;0
Peucezia;4;Toritto;Triggiano;0;0
Peucezia;4;Modugno;Palo del Colle;1;1
Peucezia;4;Adelfia;Bitritto;4;0
Peucezia;4;Valenzano;Grumo Appula;2;0
Peucezia;5;Cellamare;Toritto;0;2
Peucezia;5;Bitritto;Bitonto;1;3
Peucezia;5;Santeramo in Colle;Casamassima;3;1
Peucezia;5;Modugno;Binetto;1;1
Peucezia;5;Acquaviva delle Fonti;Giovinazzo;1;1
Peucezia;5;Grumo Appula;Capurso;0;3
Peucezia;5;Palo del Colle;Valenzano;1;1
Peucezia;5;Bari;Cassano delle Murge;0;1
Peucezia;5;Triggiano;Sannicandro di Bari;0;0
Peucezia;5;Bitetto;Adelfia;0;2
Peucezia;6;Binetto;Capurso;0;0
Peucezia;6;Bitonto;Palo del Colle;2;0
Peucezia;6;Sannicandro di Bari;Valenzano;0;1
Peucezia;6;Giovinazzo;Triggiano;1;0
Peucezia;6;Casamassima;Bari;0;0
Peucezia;6;Adelfia;Modugno;0;0
Peucezia;6;Cassano delle Murge;Bitritto;1;0
Peucezia;6;Bitetto;Cellamare;0;0
Peucezia;6;Toritto;Grumo Appula;1;0
Peucezia;6;Acquaviva delle Fonti;Santeramo in Colle;3;2
Peucezia;7;Bari;Bitetto;0;1
Peucezia;7;Triggiano;Acquaviva delle Fonti;2;5
Peucezia;7;Valenzano;Giovinazzo;0;3
Peucezia;7;Palo del Colle;Cassano delle Murge;3;0
Peucezia;7;Capurso;Toritto;2;1
Peucezia;7;Grumo Appula;Bitonto;1;2
Peucezia;7;Cellamare;Casamassima;0;0
Peucezia;7;Adelfia;Binetto;2;0
Peucezia;7;Bitritto;Santeramo in Colle;1;4
Peucezia;7;Modugno;Sannicandro di Bari;0;5
Peucezia;8;Bari;Triggiano;0;2
Peucezia;8;Santeramo in Colle;Cellamare;3;2
Peucezia;8;Bitonto;Modugno;2;0
Peucezia;8;Sannicandro di Bari;Capurso;1;0
Peucezia;8;Casamassima;Grumo Appula;0;2
Peucezia;8;Cassano delle Murge;Adelfia;2;2
Peucezia;8;Bitritto;Binetto;0;3
Peucezia;8;Bitetto;Giovinazzo;0;1
Peucezia;8;Toritto;Valenzano;1;0
Peucezia;8;Acquaviva delle Fonti;Palo del Colle;1;0
Peucezia;9;Capurso;Bitonto;1;1
Peucezia;9;Binetto;Toritto;1;1
Peucezia;9;Grumo Appula;Santeramo in Colle;1;1
Peucezia;9;Cellamare;Sannicandro di Bari;1;3
Peucezia;9;Modugno;Bitritto;2;1
Peucezia;9;Valenzano;Acquaviva delle Fonti;1;2
Peucezia;9;Adelfia;Bari;0;0
Peucezia;9;Triggiano;Bitetto;1;0
Peucezia;9;Palo del Colle;Casamassima;1;1
Peucezia;9;Giovinazzo;Cassano delle Murge;5;0
Peucezia;10;Bari;Cellamare;1;0
Peucezia;10;Santeramo in Colle;Triggiano;1;1
Peucezia;10;Bitonto;Giovinazzo;1;2
Peucezia;10;Sannicandro di Bari;Binetto;2;2
Peucezia;10;Capurso;Modugno;1;0
Peucezia;10;Casamassima;Bitetto;1;0
Peucezia;10;Cassano delle Murge;Valenzano;2;1
Peucezia;10;Bitritto;Palo del Colle;1;2
Peucezia;10;Toritto;Adelfia;0;0
Peucezia;10;Acquaviva delle Fonti;Grumo Appula;5;0
Peucezia;11;Binetto;Bitonto;0;2
Peucezia;11;Valenzano;Capurso;0;1
Peucezia;11;Palo del Colle;Bari;1;0
Peucezia;11;Giovinazzo;Modugno;2;1
Peucezia;11;Grumo Appula;Triggiano;0;1
Peucezia;11;Cellamare;Bitritto;0;1
Peucezia;11;Casamassima;Acquaviva delle Fonti;1;0
Peucezia;11;Adelfia;Sannicandro di Bari;2;0
Peucezia;11;Bitetto;Santeramo in Colle;0;2
Peucezia;11;Toritto;Cassano delle Murge;1;0
Peucezia;12;Binetto;Palo del Colle;0;1
Peucezia;12;Triggiano;Casamassima;2;1
Peucezia;12;Santeramo in Colle;Bari;1;1
Peucezia;12;Bitonto;Cellamare;3;1
Peucezia;12;Sannicandro di Bari;Cassano delle Murge;0;1
Peucezia;12;Capurso;Adelfia;1;0
Peucezia;12;Grumo Appula;Giovinazzo;0;3
Peucezia;12;Bitritto;Valenzano;0;2
Peucezia;12;Acquaviva delle Fonti;Bitetto;0;0
Peucezia;12;Modugno;Toritto;1;1
Peucezia;13;Bari;Acquaviva delle Fonti;1;0
Peucezia;13;Valenzano;Adelfia;0;1
Peucezia;13;Santeramo in Colle;Modugno;1;0
Peucezia;13;Bitonto;Triggiano;4;2
Peucezia;13;Giovinazzo;Binetto;0;1
Peucezia;13;Cellamare;Grumo Appula;0;2
Peucezia;13;Casamassima;Sannicandro di Bari;0;1
Peucezia;13;Cassano delle Murge;Capurso;0;0
Peucezia;13;Bitetto;Bitritto;1;2
Peucezia;13;Toritto;Palo del Colle;2;0
Peucezia;14;Binetto;Valenzano;1;1
Peucezia;14;Triggiano;Cellamare;3;1
Peucezia;14;Palo del Colle;Giovinazzo;2;1
Peucezia;14;Sannicandro di Bari;Toritto;1;1
Peucezia;14;Capurso;Santeramo in Colle;1;1
Peucezia;14;Grumo Appula;Bitetto;1;1
Peucezia;14;Adelfia;Casamassima;0;0
Peucezia;14;Bitritto;Bari;0;0
Peucezia;14;Acquaviva delle Fonti;Bitonto;1;4
Peucezia;14;Modugno;Cassano delle Murge;0;1
Peucezia;15;Bari;Grumo Appula;2;0
Peucezia;15;Cassano delle Murge;Binetto;1;1
Peucezia;15;Casamassima;Capurso;0;1
Peucezia;15;Cellamare;Acquaviva delle Fonti;1;3
Peucezia;15;Giovinazzo;Bitritto;2;0
Peucezia;15;Bitonto;Sannicandro di Bari;2;3
Peucezia;15;Santeramo in Colle;Palo del Colle;2;3
Peucezia;15;Valenzano;Modugno;1;0
Peucezia;15;Triggiano;Adelfia;1;0
Peucezia;15;Bitetto;Toritto;0;2
Peucezia;16;Binetto;Acquaviva delle Fonti;0;1
Peucezia;16;Valenzano;Bitonto;1;3
Peucezia;16;Palo del Colle;Cellamare;0;2
Peucezia;16;Sannicandro di Bari;Grumo Appula;0;2
Peucezia;16;Capurso;Giovinazzo;1;2
Peucezia;16;Adelfia;Santeramo in Colle;2;1
Peucezia;16;Cassano delle Murge;Bitetto;0;2
Peucezia;16;Bitritto;Casamassima;1;1
Peucezia;16;Toritto;Bari;0;0
Peucezia;16;Modugno;Triggiano;1;2
Peucezia;17;Bari;Modugno;2;2
Peucezia;17;Triggiano;Palo del Colle;1;2
Peucezia;17;Santeramo in Colle;Cassano delle Murge;1;1
Peucezia;17;Bitonto;Toritto;4;0
Peucezia;17;Giovinazzo;Sannicandro di Bari;1;3
Peucezia;17;Grumo Appula;Adelfia;0;0
Peucezia;17;Cellamare;Valenzano;0;2
Peucezia;17;Casamassima;Binetto;1;0
Peucezia;17;Bitetto;Capurso;1;1
Peucezia;17;Acquaviva delle Fonti;Bitritto;3;0
Peucezia;18;Binetto;Santeramo in Colle;1;2
Peucezia;18;Valenzano;Bitetto;3;2
Peucezia;18;Palo del Colle;Grumo Appula;5;1
Peucezia;18;Sannicandro di Bari;Bari;0;0
Peucezia;18;Capurso;Acquaviva delle Fonti;1;2
Peucezia;18;Adelfia;Giovinazzo;1;3
Peucezia;18;Cassano delle Murge;Bitonto;1;2
Peucezia;18;Bitritto;Triggiano;1;0
Peucezia;18;Toritto;Casamassima;0;1
Peucezia;18;Modugno;Cellamare;2;1
Peucezia;19;Acquaviva delle Fonti;Sannicandro di Bari;1;0
Peucezia;19;Triggiano;Binetto;1;0
Peucezia;19;Santeramo in Colle;Valenzano;3;1
Peucezia;19;Bitonto;Adelfia;2;3
Peucezia;19;Giovinazzo;Toritto;0;2
Peucezia;19;Grumo Appula;Bitritto;0;2
Peucezia;19;Cellamare;Cassano delle Murge;0;1
Peucezia;19;Casamassima;Modugno;0;2
Peucezia;19;Bitetto;Palo del Colle;3;1
Peucezia;19;Bari;Capurso;2;1
Peucezia;20;Adelfia;Acquaviva delle Fonti;2;2
Peucezia;20;Binetto;Bari;2;0
Peucezia;20;Bitonto;Bitetto;5;0
Peucezia;20;Capurso;Bitritto;2;0
Peucezia;20;Cassano delle Murge;Casamassima;0;0
Peucezia;20;Giovinazzo;Cellamare;1;1
Peucezia;20;Modugno;Grumo Appula;1;3
Peucezia;20;Sannicandro di Bari;Palo del Colle;3;3
Peucezia;20;Toritto;Santeramo in Colle;1;0
Peucezia;20;Valenzano;Triggiano;1;2
Peucezia;21;Santeramo in Colle;Bitonto;0;1
Peucezia;21;Grumo Appula;Binetto;1;1
Peucezia;21;Acquaviva delle Fonti;Modugno;2;2
Peucezia;21;Bari;Valenzano;3;2
Peucezia;21;Bitetto;Sannicandro di Bari;1;1
Peucezia;21;Casamassima;Giovinazzo;0;0
Peucezia;21;Palo del Colle;Capurso;1;1
Peucezia;21;Cellamare;Adelfia;0;2
Peucezia;21;Triggiano;Cassano delle Murge;0;1
Peucezia;21;Bitritto;Toritto;0;2
Peucezia;22;Giovinazzo;Santeramo in Colle;2;0
Peucezia;22;Bitonto;Bari;3;1
Peucezia;22;Capurso;Triggiano;3;1
Peucezia;22;Adelfia;Palo del Colle;0;0
Peucezia;22;Cassano delle Murge;Grumo Appula;1;1
Peucezia;22;Binetto;Cellamare;1;0
Peucezia;22;Valenzano;Casamassima;0;0
Peucezia;22;Sannicandro di Bari;Bitritto;2;2
Peucezia;22;Modugno;Bitetto;0;1
Peucezia;22;Toritto;Acquaviva delle Fonti;0;1
Peucezia;23;Santeramo in Colle;Sannicandro di Bari;3;0
Peucezia;23;Bitetto;Binetto;0;2
Peucezia;23;Casamassima;Bitonto;0;1
Peucezia;23;Bari;Giovinazzo;1;5
Peucezia;23;Cellamare;Capurso;0;1
Peucezia;23;Acquaviva delle Fonti;Cassano delle Murge;1;2
Peucezia;23;Triggiano;Toritto;1;0
Peucezia;23;Palo del Colle;Modugno;2;1
Peucezia;23;Bitritto;Adelfia;1;2
Peucezia;23;Grumo Appula;Valenzano;0;0
Peucezia;24;Toritto;Cellamare;2;0
Peucezia;24;Bitonto;Bitritto;3;2
Peucezia;24;Casamassima;Santeramo in Colle;0;2
Peucezia;24;Binetto;Modugno;5;2
Peucezia;24;Giovinazzo;Acquaviva delle Fonti;0;0
Peucezia;24;Capurso;Grumo Appula;0;0
Peucezia;24;Valenzano;Palo del Colle;0;1
Peucezia;24;Cassano delle Murge;Bari;1;2
Peucezia;24;Sannicandro di Bari;Triggiano;1;0
Peucezia;24;Adelfia;Bitetto;2;1
Peucezia;25;Capurso;Binetto;1;0
Peucezia;25;Palo del Colle;Bitonto;2;2
Peucezia;25;Valenzano;Sannicandro di Bari;1;3
Peucezia;25;Triggiano;Giovinazzo;0;3
Peucezia;25;Bari;Casamassima;1;0
Peucezia;25;Modugno;Adelfia;2;3
Peucezia;25;Bitritto;Cassano delle Murge;0;1
Peucezia;25;Cellamare;Bitetto;0;4
Peucezia;25;Grumo Appula;Toritto;1;4
Peucezia;25;Santeramo in Colle;Acquaviva delle Fonti;1;1
Peucezia;26;Bitetto;Bari;2;2
Peucezia;26;Acquaviva delle Fonti;Triggiano;1;1
Peucezia;26;Giovinazzo;Valenzano;3;1
Peucezia;26;Cassano delle Murge;Palo del Colle;1;0
Peucezia;26;Toritto;Capurso;1;1
Peucezia;26;Bitonto;Grumo Appula;1;1
Peucezia;26;Casamassima;Cellamare;0;1
Peucezia;26;Binetto;Adelfia;0;2
Peucezia;26;Santeramo in Colle;Bitritto;1;0
Peucezia;26;Sannicandro di Bari;Modugno;1;3
Peucezia;27;Triggiano;Bari;0;1
Peucezia;27;Cellamare;Santeramo in Colle;1;3
Peucezia;27;Modugno;Bitonto;1;3
Peucezia;27;Capurso;Sannicandro di Bari;3;2
Peucezia;27;Grumo Appula;Casamassima;1;0
Peucezia;27;Adelfia;Cassano delle Murge;2;1
Peucezia;27;Binetto;Bitritto;2;0
Peucezia;27;Giovinazzo;Bitetto;2;3
Peucezia;27;Valenzano;Toritto;0;1
Peucezia;27;Palo del Colle;Acquaviva delle Fonti;1;1
Peucezia;28;Bitonto;Capurso;1;0
Peucezia;28;Toritto;Binetto;1;1
Peucezia;28;Santeramo in Colle;Grumo Appula;1;1
Peucezia;28;Sannicandro di Bari;Cellamare;1;2
Peucezia;28;Bitritto;Modugno;0;3
Peucezia;28;Acquaviva delle Fonti;Valenzano;2;2
Peucezia;28;Bari;Adelfia;3;3
Peucezia;28;Bitetto;Triggiano;2;3
Peucezia;28;Casamassima;Palo del Colle;0;0
Peucezia;28;Cassano delle Murge;Giovinazzo;1;1
Peucezia;29;Cellamare;Bari;2;3
Peucezia;29;Triggiano;Santeramo in Colle;2;2
Peucezia;29;Giovinazzo;Bitonto;1;1
Peucezia;29;Binetto;Sannicandro di Bari;3;0
Peucezia;29;Modugno;Capurso;0;1
Peucezia;29;Bitetto;Casamassima;0;1
Peucezia;29;Valenzano;Cassano delle Murge;3;2
Peucezia;29;Palo del Colle;Bitritto;1;2
Peucezia;29;Adelfia;Toritto;0;2
Peucezia;29;Grumo Appula;Acquaviva delle Fonti;0;2
Peucezia;30;Bitonto;Binetto;4;2
Peucezia;30;Capurso;Valenzano;0;1
Peucezia;30;Bari;Palo del Colle;0;1
Peucezia;30;Modugno;Giovinazzo;1;0
Peucezia;30;Triggiano;Grumo Appula;3;1
Peucezia;30;Bitritto;Cellamare;2;1
Peucezia;30;Acquaviva delle Fonti;Casamassima;0;2
Peucezia;30;Sannicandro di Bari;Adelfia;1;1
Peucezia;30;Santeramo in Colle;Bitetto;2;0
Peucezia;30;Cassano delle Murge;Toritto;1;2
Peucezia;31;Palo del Colle;Binetto;0;1
Peucezia;31;Casamassima;Triggiano;0;1
Peucezia;31;Bari;Santeramo in Colle;0;2
Peucezia;31;Cellamare;Bitonto;1;1
Peucezia;31;Cassano delle Murge;Sannicandro di Bari;2;3
Peucezia;31;Adelfia;Capurso;0;0
Peucezia;31;Giovinazzo;Grumo Appula;2;0
Peucezia;31;Valenzano;Bitritto;3;0
Peucezia;31;Bitetto;Acquaviva delle Fonti;0;1
Peucezia;31;Toritto;Modugno;1;2
Peucezia;32;Acquaviva delle Fonti;Bari;0;1
Peucezia;32;Adelfia;Valenzano;1;0
Peucezia;32;Modugno;Santeramo in Colle;2;3
Peucezia;32;Triggiano;Bitonto;1;3
Peucezia;32;Binetto;Giovinazzo;2;2
Peucezia;32;Grumo Appula;Cellamare;4;2
Peucezia;32;Sannicandro di Bari;Casamassima;2;1
Peucezia;32;Capurso;Cassano delle Murge;0;0
Peucezia;32;Bitritto;Bitetto;2;0
Peucezia;32;Palo del Colle;Toritto;0;3
Peucezia;33;Valenzano;Binetto;0;2
Peucezia;33;Cellamare;Triggiano;1;1
Peucezia;33;Giovinazzo;Palo del Colle;1;2
Peucezia;33;Toritto;Sannicandro di Bari;0;0
Peucezia;33;Santeramo in Colle;Capurso;1;1
Peucezia;33;Bitetto;Grumo Appula;1;0
Peucezia;33;Casamassima;Adelfia;0;2
Peucezia;33;Bari;Bitritto;3;1
Peucezia;33;Bitonto;Acquaviva delle Fonti;1;1
Peucezia;33;Cassano delle Murge;Modugno;0;1
Peucezia;34;Grumo Appula;Bari;1;4
Peucezia;34;Binetto;Cassano delle Murge;2;1
Peucezia;34;Capurso;Casamassima;0;1
Peucezia;34;Acquaviva delle Fonti;Cellamare;3;2
Peucezia;34;Bitritto;Giovinazzo;1;0
Peucezia;34;Sannicandro di Bari;Bitonto;0;3
Peucezia;34;Palo del Colle;Santeramo in Colle;3;1
Peucezia;34;Modugno;Valenzano;3;2
Peucezia;34;Adelfia;Triggiano;2;0
Peucezia;34;Toritto;Bitetto;0;0
Peucezia;35;Acquaviva delle Fonti;Binetto;1;2
Peucezia;35;Bitonto;Valenzano;4;1
Peucezia;35;Cellamare;Palo del Colle;3;2
Peucezia;35;Grumo Appula;Sannicandro di Bari;0;1
Peucezia;35;Giovinazzo;Capurso;2;0
Peucezia;35;Santeramo in Colle;Adelfia;1;0
Peucezia;35;Bitetto;Cassano delle Murge;0;1
Peucezia;35;Casamassima;Bitritto;0;3
Peucezia;35;Bari;Toritto;0;1
Peucezia;35;Triggiano;Modugno;1;1
Peucezia;36;Modugno;Bari;1;2
Peucezia;36;Palo del Colle;Triggiano;0;2
Peucezia;36;Cassano delle Murge;Santeramo in Colle;1;2
Peucezia;36;Toritto;Bitonto;1;0
Peucezia;36;Sannicandro di Bari;Giovinazzo;0;2
Peucezia;36;Adelfia;Grumo Appula;2;1
Peucezia;36;Valenzano;Cellamare;2;0
Peucezia;36;Binetto;Casamassima;1;0
Peucezia;36;Capurso;Bitetto;0;2
Peucezia;36;Bitritto;Acquaviva delle Fonti;1;0
Peucezia;37;Santeramo in Colle;Binetto;1;1
Peucezia;37;Bitetto;Valenzano;0;3
Peucezia;37;Grumo Appula;Palo del Colle;0;2
Peucezia;37;Bari;Sannicandro di Bari;2;2
Peucezia;37;Acquaviva delle Fonti;Capurso;0;1
Peucezia;37;Giovinazzo;Adelfia;2;2
Peucezia;37;Bitonto;Cassano delle Murge;4;3
Peucezia;37;Triggiano;Bitritto;1;1
Peucezia;37;Casamassima;Toritto;0;0
Peucezia;37;Cellamare;Modugno;2;0
Peucezia;38;Sannicandro di Bari;Acquaviva delle Fonti;1;3
Peucezia;38;Binetto;Triggiano;3;1
Peucezia;38;Valenzano;Santeramo in Colle;4;2
Peucezia;38;Adelfia;Bitonto;2;2
Peucezia;38;Toritto;Giovinazzo;1;0
Peucezia;38;Bitritto;Grumo Appula;0;0
Peucezia;38;Cassano delle Murge;Cellamare;2;2
Peucezia;38;Modugno;Casamassima;1;1
Peucezia;38;Palo del Colle;Bitetto;0;1
Peucezia;38;Capurso;Bari;2;3
Salento Ionico;1;Alezio;Alliste;1;2
Salento Ionico;1;Aradeo;Casarano;0;1
Salento Ionico;1;Collepasso;Cutrofiano;2;1
Salento Ionico;1;Galatone;Gallipoli;1;1
Salento Ionico;1;Matino;Melissano;2;2
Salento Ionico;1;Nardò;Neviano;1;0
Salento Ionico;1;Parabita;Racale;1;0
Salento Ionico;1;Sannicola;Seclì;1;1
Salento Ionico;1;Sogliano Cavour;Taviano;0;2
Salento Ionico;1;Tuglie;Ugento;2;1
Salento Ionico;2;Cutrofiano;Sogliano Cavour;2;1
Salento Ionico;2;Casarano;Parabita;0;1
Salento Ionico;2;Racale;Alezio;1;1
Salento Ionico;2;Ugento;Aradeo;2;1
Salento Ionico;2;Seclì;Collepasso;3;1
Salento Ionico;2;Neviano;Matino;2;0
Salento Ionico;2;Gallipoli;Sannicola;4;1
Salento Ionico;2;Alliste;Nardò;1;2
Salento Ionico;2;Melissano;Tuglie;2;0
Salento Ionico;2;Taviano;Galatone;0;2
Salento Ionico;3;Sogliano Cavour;Neviano;2;3
Salento Ionico;3;Aradeo;Cutrofiano;0;2
Salento Ionico;3;Tuglie;Gallipoli;0;2
Salento Ionico;3;Sannicola;Alliste;1;4
Salento Ionico;3;Parabita;Melissano;2;1
Salento Ionico;3;Nardò;Casarano;0;0
Salento Ionico;3;Matino;Ugento;0;2
Salento Ionico;3;Galatone;Seclì;1;2
Salento Ionico;3;Collepasso;Racale;1;1
Salento Ionico;3;Alezio;Taviano;0;1
Salento Ionico;4;Seclì;Sogliano Cavour;2;0
Salento Ionico;4;Casarano;Collepasso;4;0
Salento Ionico;4;Cutrofiano;Matino;2;2
Salento Ionico;4;Neviano;Aradeo;0;0
Salento Ionico;4;Gallipoli;Nardò;0;0
Salento Ionico;4;Melissano;Alezio;1;0
Salento Ionico;4;Taviano;Tuglie;1;2
Salento Ionico;4;Racale;Sannicola;0;2
Salento Ionico;4;Alliste;Galatone;1;4
Salento Ionico;4;Ugento;Parabita;1;2
Salento Ionico;5;Nardò;Taviano;1;0
Salento Ionico;5;Galatone;Cutrofiano;0;4
Salento Ionico;5;Sogliano Cavour;Matino;5;0
Salento Ionico;5;Racale;Casarano;0;2
Salento Ionico;5;Alezio;Neviano;1;0
Salento Ionico;5;Parabita;Gallipoli;1;1
Salento Ionico;5;Sannicola;Ugento;1;1
Salento Ionico;5;Aradeo;Melissano;2;0
Salento Ionico;5;Tuglie;Seclì;1;2
Salento Ionico;5;Collepasso;Alliste;0;2
Salento Ionico;6;Casarano;Gallipoli;0;1
Salento Ionico;6;Cutrofiano;Sannicola;1;0
Salento Ionico;6;Seclì;Ugento;2;4
Salento Ionico;6;Neviano;Tuglie;1;1
Salento Ionico;6;Matino;Aradeo;0;1
Salento Ionico;6;Alliste;Racale;1;3
Salento Ionico;6;Melissano;Galatone;1;1
Salento Ionico;6;Collepasso;Nardò;1;0
Salento Ionico;6;Taviano;Parabita;2;2
Salento Ionico;6;Alezio;Sogliano Cavour;0;0
Salento Ionico;7;Aradeo;Collepasso;0;0
Salento Ionico;7;Tuglie;Alezio;0;0
Salento Ionico;7;Ugento;Neviano;1;4
Salento Ionico;7;Sannicola;Melissano;0;0
Salento Ionico;7;Gallipoli;Taviano;3;0
Salento Ionico;7;Parabita;Cutrofiano;1;0
Salento Ionico;7;Nardò;Matino;1;0
Salento Ionico;7;Alliste;Casarano;3;2
Salento Ionico;7;Galatone;Sogliano Cavour;0;0
Salento Ionico;7;Racale;Seclì;0;2
Salento Ionico;8;Aradeo;Tuglie;0;0
Salento Ionico;8;Sogliano Cavour;Nardò;1;0
Salento Ionico;8;Cutrofiano;Racale;0;0
Salento Ionico;8;Seclì;Gallipoli;2;0
Salento Ionico;8;Matino;Parabita;1;2
Salento Ionico;8;Melissano;Alliste;1;2
Salento Ionico;8;Galatone;Casarano;1;1
Salento Ionico;8;Collepasso;Neviano;0;1
Salento Ionico;8;Taviano;Ugento;0;3
Salento Ionico;8;Alezio;Sannicola;0;1
Salento Ionico;9;Gallipoli;Cutrofiano;1;2
Salento Ionico;9;Casarano;Taviano;2;0
Salento Ionico;9;Parabita;Sogliano Cavour;3;1
Salento Ionico;9;Nardò;Seclì;2;2
Salento Ionico;9;Racale;Galatone;2;1
Salento Ionico;9;Ugento;Alezio;3;2
Salento Ionico;9;Alliste;Aradeo;2;0
Salento Ionico;9;Tuglie;Collepasso;2;0
Salento Ionico;9;Sannicola;Matino;3;4
Salento Ionico;9;Neviano;Melissano;1;2
Salento Ionico;10;Aradeo;Nardò;0;0
Salento Ionico;10;Sogliano Cavour;Tuglie;2;3
Salento Ionico;10;Cutrofiano;Neviano;1;0
Salento Ionico;10;Seclì;Casarano;2;1
Salento Ionico;10;Gallipoli;Racale;1;1
Salento Ionico;10;Matino;Collepasso;0;1
Salento Ionico;10;Melissano;Ugento;2;1
Salento Ionico;10;Galatone;Sannicola;2;1
Salento Ionico;10;Taviano;Alliste;3;0
Salento Ionico;10;Alezio;Parabita;0;0
Salento Ionico;11;Casarano;Cutrofiano;1;1
Salento Ionico;11;Ugento;Gallipoli;1;0
Salento Ionico;11;Sannicola;Aradeo;2;2
Salento Ionico;11;Neviano;Racale;1;0
Salento Ionico;11;Parabita;Tuglie;3;1
Salento Ionico;11;Nardò;Galatone;1;2
Salento Ionico;11;Matino;Alezio;2;1
Salento Ionico;11;Alliste;Seclì;1;3
Salento Ionico;11;Collepasso;Sogliano Cavour;3;2
Salento Ionico;11;Taviano;Melissano;2;1
Salento Ionico;12;Casarano;Sannicola;0;2
Salento Ionico;12;Tuglie;Matino;1;2
Salento Ionico;12;Sogliano Cavour;Aradeo;0;2
Salento Ionico;12;Cutrofiano;Nardò;1;1
Salento Ionico;12;Seclì;Melissano;3;0
Salento Ionico;12;Gallipoli;Alliste;3;2
Salento Ionico;12;Parabita;Neviano;1;0
Salento Ionico;12;Galatone;Ugento;3;3
Salento Ionico;12;Alezio;Collepasso;1;2
Salento Ionico;12;Racale;Taviano;1;0
Salento Ionico;13;Aradeo;Alezio;0;0
Salento Ionico;13;Ugento;Alliste;2;2
Salento Ionico;13;Sogliano Cavour;Racale;0;2
Salento Ionico;13;Cutrofiano;Tuglie;0;0
Salento Ionico;13;Neviano;Casarano;2;0
Salento Ionico;13;Nardò;Parabita;0;0
Salento Ionico;13;Matino;Seclì;2;1
Salento Ionico;13;Melissano;Gallipoli;3;1
Salento Ionico;13;Collepasso;Galatone;1;2
Salento Ionico;13;Taviano;Sannicola;3;1
Salento Ionico;14;Casarano;Ugento;0;0
Salento Ionico;14;Tuglie;Nardò;2;1
Salento Ionico;14;Sannicola;Neviano;1;0
Salento Ionico;14;Seclì;Taviano;3;4
Salento Ionico;14;Gallipoli;Sogliano Cavour;1;2
Salento Ionico;14;Parabita;Collepasso;2;0
Salento Ionico;14;Alliste;Matino;0;0
Salento Ionico;14;Galatone;Aradeo;3;0
Salento Ionico;14;Alezio;Cutrofiano;0;1
Salento Ionico;14;Racale;Melissano;2;1
Salento Ionico;15;Aradeo;Parabita;1;0
Salento Ionico;15;Melissano;Casarano;1;1
Salento Ionico;15;Matino;Gallipoli;3;2
Salento Ionico;15;Nardò;Alezio;1;1
