Gruppo;Giornata;Casa;Tras;Gol Casa;Gol Tras
Valdelsa;7;Palaia;Montaione;0;0
Valdelsa;7;Montespertoli;Barberino Tavarnelle;1;1
Valdelsa;7;Montelupo Fiorentino;Lastra a Signa;0;1
Valdelsa;7;Poggibonsi;San Gimignano;0;2
Valdelsa;7;Impruneta;Scandicci;1;0
Valdelsa;7;Castelfiorentino;San Miniato;1;1
Valdelsa;8;Cerreto Guidi;Vinci;0;0
Valdelsa;8;Scandicci;Montelupo Fiorentino;1;0
Valdelsa;8;Barberino Tavarnelle;Castelfiorentino;0;0
Valdelsa;8;San Miniato;Palaia;0;1
Valdelsa;8;Lastra a Signa;Montespertoli;2;1
Valdelsa;8;Gambassi Terme;Poggibonsi;2;0
Valdelsa;8;Impruneta;San Gimignano;1;4
Valdelsa;8;Empoli;Certaldo;1;0
Valdelsa;8;Capraia e Limite;San Casciano in Val di Pesa;1;4
Valdelsa;9;Palaia;Barberino Tavarnelle;1;1
Valdelsa;9;San Gimignano;Montaione;2;1
Valdelsa;9;Montespertoli;Scandicci;0;0
Valdelsa;9;Montelupo Fiorentino;San Miniato;2;1
Valdelsa;9;Castelfiorentino;Impruneta;0;1
Valdelsa;9;Poggibonsi;Cerreto Guidi;0;1
Valdelsa;9;Vinci;Empoli;0;1
Valdelsa;9;San Casciano in Val di Pesa;Lastra a Signa;3;1
Valdelsa;9;Certaldo;Gambassi Terme;1;1
Valdelsa;10;Cerreto Guidi;Montelupo Fiorentino;0;1
Valdelsa;10;Scandicci;Vinci;0;1
Valdelsa;10;Barberino Tavarnelle;Certaldo;0;1
Valdelsa;10;San Miniato;San Gimignano;0;0
Valdelsa;10;Palaia;Castelfiorentino;0;0
Valdelsa;10;Lastra a Signa;Empoli;0;2
Valdelsa;10;Impruneta;San Casciano in Val di Pesa;0;4
Valdelsa;10;Montaione;Poggibonsi;2;0
Valdelsa;10;Capraia e Limite;Montespertoli;0;1
Valdelsa;11;San Gimignano;Barberino Tavarnelle;1;1
Valdelsa;11;San Casciano in Val di Pesa;Cerreto Guidi;3;2
Valdelsa;11;Certaldo;Castelfiorentino;0;0
Valdelsa;11;Montespertoli;Vinci;2;1
Valdelsa;11;Montelupo Fiorentino;Impruneta;4;1
Valdelsa;11;Lastra a Signa;Capraia e Limite;0;2
Valdelsa;11;Poggibonsi;San Miniato;2;1
Valdelsa;11;Empoli;Scandicci;0;1
Valdelsa;11;Montaione;Gambassi Terme;0;1
Valdelsa;12;San Gimignano;San Casciano in Val di Pesa;0;1
Valdelsa;12;Vinci;Lastra a Signa;1;1
Valdelsa;12;Scandicci;Cerreto Guidi;0;0
Valdelsa;12;Barberino Tavarnelle;Montelupo Fiorentino;0;1
Valdelsa;12;San Miniato;Gambassi Terme;0;0
Valdelsa;12;Palaia;Poggibonsi;0;0
Valdelsa;12;Montespertoli;Certaldo;1;0
Valdelsa;12;Capraia e Limite;Empoli;0;1
Valdelsa;12;Castelfiorentino;Montaione;1;0
Valdelsa;13;Cerreto Guidi;Capraia e Limite;0;2
Valdelsa;13;Scandicci;Castelfiorentino;0;0
Valdelsa;13;Barberino Tavarnelle;Vinci;0;0
Valdelsa;13;Certaldo;San Gimignano;0;2
Valdelsa;13;Montelupo Fiorentino;Montespertoli;0;2
Valdelsa;13;Lastra a Signa;San Miniato;1;2
Valdelsa;13;Gambassi Terme;Palaia;0;1
Valdelsa;13;Empoli;Impruneta;1;2
Valdelsa;13;Montaione;San Casciano in Val di Pesa;1;1
Valdelsa;14;Vinci;Montelupo Fiorentino;1;0
Valdelsa;14;San Casciano in Val di Pesa;Certaldo;4;1
Valdelsa;14;San Miniato;Montaione;0;1
Valdelsa;14;Palaia;Scandicci;0;0
Valdelsa;14;Montespertoli;Empoli;0;1
Valdelsa;14;Poggibonsi;Lastra a Signa;1;2
Valdelsa;14;Impruneta;Cerreto Guidi;1;2
Valdelsa;14;Capraia e Limite;Barberino Tavarnelle;0;0
Valdelsa;14;Castelfiorentino;Gambassi Terme;2;1
Valdelsa;15;Cerreto Guidi;Montespertoli;0;1
Valdelsa;15;Gambassi Terme;San Gimignano;0;0
Valdelsa;15;Lastra a Signa;Palaia;1;1
Valdelsa;15;Montelupo Fiorentino;Capraia e Limite;0;1
Valdelsa;15;Certaldo;Impruneta;2;2
Valdelsa;15;Barberino Tavarnelle;San Miniato;5;1
Valdelsa;15;Scandicci;San Casciano in Val di Pesa;0;2
Valdelsa;15;Vinci;Poggibonsi;1;1
Valdelsa;15;Empoli;Montaione;1;1
Valdelsa;16;San Gimignano;Capraia e Limite;1;2
Valdelsa;16;San Casciano in Val di Pesa;Montelupo Fiorentino;1;1
Valdelsa;16;San Miniato;Montespertoli;0;2
Valdelsa;16;Palaia;Certaldo;1;1
Valdelsa;16;Poggibonsi;Scandicci;1;0
Valdelsa;16;Gambassi Terme;Empoli;1;0
Valdelsa;16;Impruneta;Lastra a Signa;1;0
Valdelsa;16;Montaione;Cerreto Guidi;0;1
Valdelsa;16;Castelfiorentino;Vinci;0;1
Valdelsa;17;Cerreto Guidi;Castelfiorentino;1;0
Valdelsa;17;Vinci;San Casciano in Val di Pesa;1;2
Valdelsa;17;Scandicci;Gambassi Terme;1;0
Valdelsa;17;Barberino Tavarnelle;Montaione;1;0
Valdelsa;17;Certaldo;San Miniato;1;1
Valdelsa;17;Montespertoli;Poggibonsi;0;1
Valdelsa;17;Lastra a Signa;San Gimignano;1;0
Valdelsa;17;Empoli;Palaia;2;2
Valdelsa;17;Capraia e Limite;Impruneta;2;1
Valdelsa;18;San Gimignano;Scandicci;0;0
Valdelsa;18;San Casciano in Val di Pesa;Montespertoli;1;0
Valdelsa;18;San Miniato;Cerreto Guidi;2;1
Valdelsa;18;Palaia;Capraia e Limite;0;1
Valdelsa;18;Poggibonsi;Certaldo;1;3
Valdelsa;18;Gambassi Terme;Barberino Tavarnelle;1;2
Valdelsa;18;Impruneta;Vinci;1;5
Valdelsa;18;Montaione;Lastra a Signa;0;2
Valdelsa;18;Castelfiorentino;Montelupo Fiorentino;2;1
Valdelsa;19;Capraia e Limite;San Miniato;2;3
Valdelsa;19;Vinci;San Gimignano;0;4
Valdelsa;19;Barberino Tavarnelle;Poggibonsi;1;0
Valdelsa;19;Certaldo;Montaione;2;1
Valdelsa;19;Montespertoli;Impruneta;2;0
Valdelsa;19;Montelupo Fiorentino;Gambassi Terme;1;0
Valdelsa;19;Lastra a Signa;Castelfiorentino;0;0
Valdelsa;19;Empoli;San Casciano in Val di Pesa;0;0
Valdelsa;19;Cerreto Guidi;Palaia;0;0
Valdelsa;20;Poggibonsi;Capraia e Limite;1;2
Valdelsa;20;San Gimignano;Cerreto Guidi;0;0
Valdelsa;20;Barberino Tavarnelle;Empoli;0;0
Valdelsa;20;Palaia;Impruneta;1;0
Valdelsa;20;Gambassi Terme;Lastra a Signa;0;0
Valdelsa;20;Certaldo;Montelupo Fiorentino;2;0
Valdelsa;20;Castelfiorentino;Montespertoli;0;2
Valdelsa;20;San Miniato;San Casciano in Val di Pesa;2;1
Valdelsa;20;Montaione;Scandicci;0;0
Valdelsa;21;Scandicci;Barberino Tavarnelle;1;2
Valdelsa;21;Montespertoli;San Gimignano;1;0
Valdelsa;21;Capraia e Limite;Castelfiorentino;0;0
Valdelsa;21;Empoli;San Miniato;2;1
Valdelsa;21;Lastra a Signa;Certaldo;0;1
Valdelsa;21;San Casciano in Val di Pesa;Palaia;4;0
Valdelsa;21;Montelupo Fiorentino;Poggibonsi;0;0
Valdelsa;21;Vinci;Gambassi Terme;3;0
Valdelsa;21;Impruneta;Montaione;0;0
Valdelsa;22;Certaldo;Scandicci;2;1
Valdelsa;22;Barberino Tavarnelle;Cerreto Guidi;1;0
Valdelsa;22;Palaia;Vinci;2;2
Valdelsa;22;Poggibonsi;San Casciano in Val di Pesa;0;1
Valdelsa;22;Gambassi Terme;Montespertoli;1;1
Valdelsa;22;San Gimignano;Montelupo Fiorentino;0;0
Valdelsa;22;San Miniato;Impruneta;0;1
Valdelsa;22;Castelfiorentino;Empoli;2;0
Valdelsa;22;Montaione;Capraia e Limite;1;1
Valdelsa;23;Scandicci;San Miniato;3;0
Valdelsa;23;Empoli;San Gimignano;0;0
Valdelsa;23;Lastra a Signa;Barberino Tavarnelle;1;4
Valdelsa;23;Cerreto Guidi;Certaldo;0;1
Valdelsa;23;Montelupo Fiorentino;Palaia;1;1
Valdelsa;23;Capraia e Limite;Gambassi Terme;0;1
Valdelsa;23;Vinci;Montaione;0;0
Valdelsa;23;San Casciano in Val di Pesa;Castelfiorentino;1;1
Valdelsa;23;Impruneta;Poggibonsi;1;2
Valdelsa;24;Montaione;Montelupo Fiorentino;0;0
Valdelsa;24;Barberino Tavarnelle;Impruneta;1;1
Valdelsa;24;Lastra a Signa;Scandicci;2;0
Valdelsa;24;San Gimignano;Castelfiorentino;0;1
Valdelsa;24;Certaldo;Capraia e Limite;1;1
Valdelsa;24;Palaia;Montespertoli;0;0
Valdelsa;24;Gambassi Terme;Cerreto Guidi;0;1
Valdelsa;24;San Miniato;Vinci;1;1
Valdelsa;24;Poggibonsi;Empoli;1;1
Valdelsa;25;Palaia;San Gimignano;0;0
Valdelsa;25;San Casciano in Val di Pesa;Barberino Tavarnelle;0;1
Valdelsa;25;Vinci;Certaldo;2;1
Valdelsa;25;Cerreto Guidi;Lastra a Signa;0;0
Valdelsa;25;Castelfiorentino;Poggibonsi;1;0
Valdelsa;25;Impruneta;Gambassi Terme;0;2
Valdelsa;25;Montelupo Fiorentino;Empoli;2;1
Valdelsa;25;Montespertoli;Montaione;0;3
Valdelsa;25;Scandicci;Capraia e Limite;0;0
Valdelsa;26;Empoli;Cerreto Guidi;3;0
Valdelsa;26;Capraia e Limite;Vinci;0;1
Valdelsa;26;Gambassi Terme;San Casciano in Val di Pesa;0;3
Valdelsa;26;Montaione;Palaia;0;0
Valdelsa;26;Barberino Tavarnelle;Montespertoli;0;0
Valdelsa;26;Lastra a Signa;Montelupo Fiorentino;0;0
Valdelsa;26;San Gimignano;Poggibonsi;0;1
Valdelsa;26;Scandicci;Impruneta;1;1
Valdelsa;26;San Miniato;Castelfiorentino;1;0
Valdelsa;27;Vinci;Cerreto Guidi;1;2
Valdelsa;27;Montelupo Fiorentino;Scandicci;0;4
Valdelsa;27;Castelfiorentino;Barberino Tavarnelle;1;0
Valdelsa;27;Palaia;San Miniato;2;1
Valdelsa;27;Montespertoli;Lastra a Signa;3;0
Valdelsa;27;Poggibonsi;Gambassi Terme;0;2
Valdelsa;27;San Gimignano;Impruneta;1;1
Valdelsa;27;Certaldo;Empoli;0;0
Valdelsa;27;San Casciano in Val di Pesa;Capraia e Limite;2;1
Valdelsa;28;Barberino Tavarnelle;Palaia;0;0
Valdelsa;28;Montaione;San Gimignano;1;0
Valdelsa;28;Scandicci;Montespertoli;1;1
Valdelsa;28;San Miniato;Montelupo Fiorentino;1;1
Valdelsa;28;Impruneta;Castelfiorentino;1;2
Valdelsa;28;Cerreto Guidi;Poggibonsi;0;1
Valdelsa;28;Empoli;Vinci;0;0
Valdelsa;28;Lastra a Signa;San Casciano in Val di Pesa;1;0
Valdelsa;28;Gambassi Terme;Certaldo;0;2
Valdelsa;29;Montelupo Fiorentino;Cerreto Guidi;4;1
Valdelsa;29;Vinci;Scandicci;1;2
Valdelsa;29;Certaldo;Barberino Tavarnelle;0;2
Valdelsa;29;San Gimignano;San Miniato;1;0
Valdelsa;29;Castelfiorentino;Palaia;0;1
Valdelsa;29;Empoli;Lastra a Signa;0;1
Valdelsa;29;San Casciano in Val di Pesa;Impruneta;1;1
Valdelsa;29;Poggibonsi;Montaione;0;2
Valdelsa;29;Montespertoli;Capraia e Limite;0;1
Valdelsa;30;Barberino Tavarnelle;San Gimignano;1;2
Valdelsa;30;Cerreto Guidi;San Casciano in Val di Pesa;3;0
Valdelsa;30;Castelfiorentino;Certaldo;0;0
Valdelsa;30;Vinci;Montespertoli;1;2
Valdelsa;30;Impruneta;Montelupo Fiorentino;1;0
Valdelsa;30;Capraia e Limite;Lastra a Signa;1;0
Valdelsa;30;San Miniato;Poggibonsi;0;1
Valdelsa;30;Scandicci;Empoli;0;0
Valdelsa;30;Gambassi Terme;Montaione;1;2
Valdelsa;31;San Casciano in Val di Pesa;San Gimignano;1;0
Valdelsa;31;Lastra a Signa;Vinci;1;2
Valdelsa;31;Cerreto Guidi;Scandicci;0;0
Valdelsa;31;Montelupo Fiorentino;Barberino Tavarnelle;0;0
Valdelsa;31;Gambassi Terme;San Miniato;1;1
Valdelsa;31;Poggibonsi;Palaia;0;1
Valdelsa;31;Certaldo;Montespertoli;0;2
Valdelsa;31;Empoli;Capraia e Limite;0;2
Valdelsa;31;Montaione;Castelfiorentino;0;2
Valdelsa;32;Capraia e Limite;Cerreto Guidi;0;2
Valdelsa;32;Castelfiorentino;Scandicci;0;1
Valdelsa;32;Vinci;Barberino Tavarnelle;0;3
Valdelsa;32;San Gimignano;Certaldo;0;1
Valdelsa;32;Montespertoli;Montelupo Fiorentino;1;1
Valdelsa;32;San Miniato;Lastra a Signa;0;1
Valdelsa;32;Palaia;Gambassi Terme;0;2
Valdelsa;32;Impruneta;Empoli;0;1
Valdelsa;32;San Casciano in Val di Pesa;Montaione;3;2
Valdelsa;33;Montelupo Fiorentino;Vinci;1;4
Valdelsa;33;Certaldo;San Casciano in Val di Pesa;1;1
Valdelsa;33;Montaione;San Miniato;0;1
Valdelsa;33;Scandicci;Palaia;2;0
Valdelsa;33;Empoli;Montespertoli;1;1
Valdelsa;33;Lastra a Signa;Poggibonsi;0;1
Valdelsa;33;Cerreto Guidi;Impruneta;0;5
Valdelsa;33;Barberino Tavarnelle;Capraia e Limite;1;0
Valdelsa;33;Gambassi Terme;Castelfiorentino;0;1
Valdelsa;34;Montespertoli;Cerreto Guidi;1;0
Valdelsa;34;San Gimignano;Gambassi Terme;1;0
Valdelsa;34;Palaia;Lastra a Signa;2;0
Valdelsa;34;Capraia e Limite;Montelupo Fiorentino;0;0
Valdelsa;34;Impruneta;Certaldo;1;1
Valdelsa;34;San Miniato;Barberino Tavarnelle;1;2
Valdelsa;34;San Casciano in Val di Pesa;Scandicci;1;0
Valdelsa;34;Poggibonsi;Vinci;0;0
Valdelsa;34;Montaione;Empoli;0;0
Valdelsa;35;Capraia e Limite;San Gimignano;0;1
Valdelsa;35;Montelupo Fiorentino;San Casciano in Val di Pesa;1;0
Valdelsa;35;Montespertoli;San Miniato;0;1
Valdelsa;35;Certaldo;Palaia;0;0
Valdelsa;35;Scandicci;Poggibonsi;1;0
Valdelsa;35;Empoli;Gambassi Terme;0;0
Valdelsa;35;Lastra a Signa;Impruneta;2;0
Valdelsa;35;Cerreto Guidi;Montaione;0;0
Valdelsa;35;Vinci;Castelfiorentino;5;0
Valdelsa;36;Castelfiorentino;Cerreto Guidi;2;0
Valdelsa;36;San Casciano in Val di Pesa;Vinci;0;0
Valdelsa;36;Gambassi Terme;Scandicci;0;0
Valdelsa;36;Montaione;Barberino Tavarnelle;1;1
Valdelsa;36;San Miniato;Certaldo;0;1
Valdelsa;36;Poggibonsi;Montespertoli;0;2
Valdelsa;36;San Gimignano;Lastra a Signa;0;0
Valdelsa;36;Palaia;Empoli;0;0
Valdelsa;36;Impruneta;Capraia e Limite;1;1
Valdelsa;37;Scandicci;San Gimignano;0;2
Valdelsa;37;Montespertoli;San Casciano in Val di Pesa;2;2
Valdelsa;37;Cerreto Guidi;San Miniato;2;1
Valdelsa;37;Capraia e Limite;Palaia;1;1
Valdelsa;37;Certaldo;Poggibonsi;0;0
Valdelsa;37;Barberino Tavarnelle;Gambassi Terme;3;2
Valdelsa;37;Vinci;Impruneta;0;0
Valdelsa;37;Lastra a Signa;Montaione;0;2
Valdelsa;37;Montelupo Fiorentino;Castelfiorentino;0;1
Valdelsa;38;San Miniato;Capraia e Limite;0;4
Valdelsa;38;San Gimignano;Vinci;1;0
Valdelsa;38;Poggibonsi;Barberino Tavarnelle;2;0
Valdelsa;38;Montaione;Certaldo;1;2
Valdelsa;38;Impruneta;Montespertoli;2;0
Valdelsa;38;Gambassi Terme;Montelupo Fiorentino;1;0
Valdelsa;38;Castelfiorentino;Lastra a Signa;1;1
Valdelsa;38;San Casciano in Val di Pesa;Empoli;1;0
Valdelsa;38;Palaia;Cerreto Guidi;0;0
Valdorcia;1;Buonconvento;Chiusi;0;0
Valdorcia;1;Castiglione d'Orcia;Chianciano Terme;0;1
Valdorcia;1;Cortona;Seggiano;1;1
Valdorcia;1;Foiano della Chiana;Abbadia San Salvatore;0;0
Valdorcia;1;Lucignano;Radicofani;1;0
Valdorcia;1;Montalcino;Sarteano;0;1
Valdorcia;1;Pienza;Montepulciano;0;2
Valdorcia;1;San Quirico d'Orcia;Torrita di Siena;2;1
Valdorcia;1;Sinalunga;San Casciano dei Bagni;1;1
Valdorcia;1;Trequanda;Cetona;1;4
Valdorcia;2;Seggiano;Sinalunga;3;1
Valdorcia;2;Chianciano Terme;Pienza;0;0
Valdorcia;2;Montepulciano;Buonconvento;2;0
Valdorcia;2;Cetona;Castiglione d'Orcia;2;1
Valdorcia;2;Torrita di Siena;Cortona;1;2
Valdorcia;2;Sarteano;Lucignano;0;3
Valdorcia;2;Abbadia San Salvatore;San Quirico d'Orcia;0;2
Valdorcia;2;Chiusi;Montalcino;0;0
Valdorcia;2;Radicofani;Trequanda;1;1
Valdorcia;2;San Casciano dei Bagni;Foiano della Chiana;0;3
Valdorcia;3;Sinalunga;Sarteano;4;2
Valdorcia;3;Castiglione d'Orcia;Seggiano;1;4
Valdorcia;3;Trequanda;Abbadia San Salvatore;2;0
Valdorcia;3;San Quirico d'Orcia;Chiusi;0;0
Valdorcia;3;Pienza;Radicofani;2;2
Valdorcia;3;Montalcino;Chianciano Terme;0;0
Valdorcia;3;Lucignano;Cetona;2;1
Valdorcia;3;Foiano della Chiana;Torrita di Siena;3;0
Valdorcia;3;Cortona;Montepulciano;3;5
Valdorcia;3;Buonconvento;San Casciano dei Bagni;3;3
Valdorcia;4;Torrita di Siena;Sinalunga;2;1
Valdorcia;4;Chianciano Terme;Cortona;0;1
Valdorcia;4;Seggiano;Lucignano;2;3
Valdorcia;4;Sarteano;Castiglione d'Orcia;3;0
Valdorcia;4;Abbadia San Salvatore;Montalcino;0;0
Valdorcia;4;Radicofani;Buonconvento;1;0
Valdorcia;4;San Casciano dei Bagni;Trequanda;1;1
Valdorcia;4;Montepulciano;San Quirico d'Orcia;3;0
Valdorcia;4;Chiusi;Foiano della Chiana;0;1
Valdorcia;4;Cetona;Pienza;2;1
Valdorcia;5;Montalcino;San Casciano dei Bagni;0;0
Valdorcia;5;Foiano della Chiana;Seggiano;0;3
Valdorcia;5;Sinalunga;Lucignano;1;2
Valdorcia;5;Montepulciano;Chianciano Terme;0;1
Valdorcia;5;Buonconvento;Sarteano;0;0
Valdorcia;5;Pienza;Abbadia San Salvatore;1;1
Valdorcia;5;San Quirico d'Orcia;Cetona;1;3
Valdorcia;5;Castiglione d'Orcia;Radicofani;1;1
Valdorcia;5;Trequanda;Torrita di Siena;2;3
Valdorcia;5;Cortona;Chiusi;0;0
Valdorcia;6;Chianciano Terme;Abbadia San Salvatore;0;0
Valdorcia;6;Seggiano;San Quirico d'Orcia;3;2
Valdorcia;6;Torrita di Siena;Cetona;2;4
Valdorcia;6;Sarteano;Trequanda;1;3
Valdorcia;6;Lucignano;Castiglione d'Orcia;1;2
Valdorcia;6;Chiusi;Montepulciano;1;2
Valdorcia;6;Radicofani;Foiano della Chiana;1;1
Valdorcia;6;Cortona;Montalcino;1;1
Valdorcia;6;San Casciano dei Bagni;Pienza;0;2
Valdorcia;6;Buonconvento;Sinalunga;1;2
Valdorcia;7;Castiglione d'Orcia;Cortona;1;2
Valdorcia;7;Trequanda;Buonconvento;1;1
Valdorcia;7;Cetona;Sarteano;0;3
Valdorcia;7;San Quirico d'Orcia;Radicofani;2;1
Valdorcia;7;Abbadia San Salvatore;San Casciano dei Bagni;1;2
Valdorcia;7;Pienza;Seggiano;0;0
Valdorcia;7;Montalcino;Lucignano;0;0
Valdorcia;7;Chiusi;Chianciano Terme;0;1
Valdorcia;7;Foiano della Chiana;Sinalunga;0;2
Valdorcia;7;Montepulciano;Torrita di Siena;3;3
Valdorcia;8;Castiglione d'Orcia;Trequanda;4;1
Valdorcia;8;Sinalunga;Montalcino;0;0
Valdorcia;8;Seggiano;Montepulciano;2;0
Valdorcia;8;Torrita di Siena;Abbadia San Salvatore;1;4
Valdorcia;8;Lucignano;Pienza;3;0
Valdorcia;8;Radicofani;Chiusi;0;1
Valdorcia;8;Foiano della Chiana;Chianciano Terme;1;0
Valdorcia;8;Cortona;Sarteano;0;2
Valdorcia;8;San Casciano dei Bagni;Cetona;1;2
Valdorcia;8;Buonconvento;San Quirico d'Orcia;1;2
Valdorcia;9;Abbadia San Salvatore;Seggiano;0;3
Valdorcia;9;Chianciano Terme;San Casciano dei Bagni;2;1
Valdorcia;9;Pienza;Sinalunga;0;2
Valdorcia;9;Montalcino;Torrita di Siena;1;5
Valdorcia;9;Montepulciano;Foiano della Chiana;0;0
Valdorcia;9;Cetona;Buonconvento;0;0
Valdorcia;9;Chiusi;Castiglione d'Orcia;0;3
Valdorcia;9;Trequanda;Cortona;1;2
Valdorcia;9;San Quirico d'Orcia;Lucignano;1;2
Valdorcia;9;Sarteano;Radicofani;2;2
Valdorcia;10;Castiglione d'Orcia;Montalcino;0;1
Valdorcia;10;Sinalunga;Trequanda;0;1
Valdorcia;10;Seggiano;Sarteano;1;1
Valdorcia;10;Torrita di Siena;Chianciano Terme;1;1
Valdorcia;10;Abbadia San Salvatore;Montepulciano;0;4
Valdorcia;10;Lucignano;Cortona;0;1
Valdorcia;10;Radicofani;Cetona;2;2
Valdorcia;10;Foiano della Chiana;San Quirico d'Orcia;0;2
Valdorcia;10;San Casciano dei Bagni;Chiusi;0;1
Valdorcia;10;Buonconvento;Pienza;1;1
Valdorcia;11;Chianciano Terme;Seggiano;1;0
Valdorcia;11;Cetona;Abbadia San Salvatore;4;0
Valdorcia;11;San Quirico d'Orcia;Castiglione d'Orcia;1;2
Valdorcia;11;Sarteano;Montepulciano;1;2
Valdorcia;11;Pienza;Trequanda;2;0
Valdorcia;11;Montalcino;Foiano della Chiana;0;3
Valdorcia;11;Lucignano;Buonconvento;0;1
Valdorcia;11;Chiusi;Torrita di Siena;0;1
Valdorcia;11;Cortona;Sinalunga;0;0
Valdorcia;11;San Casciano dei Bagni;Radicofani;1;1
Valdorcia;12;Chianciano Terme;San Quirico d'Orcia;2;0
Valdorcia;12;Trequanda;Lucignano;0;1
Valdorcia;12;Sinalunga;Castiglione d'Orcia;2;2
Valdorcia;12;Seggiano;Montalcino;1;0
Valdorcia;12;Torrita di Siena;Radicofani;2;0
Valdorcia;12;Abbadia San Salvatore;Chiusi;1;3
Valdorcia;12;Pienza;Sarteano;1;0
Valdorcia;12;Foiano della Chiana;Cetona;0;1
Valdorcia;12;Buonconvento;Cortona;0;0
Valdorcia;12;Montepulciano;San Casciano dei Bagni;0;0
Valdorcia;13;Castiglione d'Orcia;Buonconvento;1;1
Valdorcia;13;Cetona;Chiusi;0;0
Valdorcia;13;Sinalunga;Montepulciano;1;3
Valdorcia;13;Seggiano;Trequanda;0;0
Valdorcia;13;Sarteano;Chianciano Terme;1;1
Valdorcia;13;Montalcino;Pienza;1;1
Valdorcia;13;Lucignano;Torrita di Siena;0;2
Valdorcia;13;Radicofani;Abbadia San Salvatore;2;2
Valdorcia;13;Cortona;Foiano della Chiana;0;0
Valdorcia;13;San Casciano dei Bagni;San Quirico d'Orcia;0;3
Valdorcia;14;Chianciano Terme;Cetona;1;2
Valdorcia;14;Trequanda;Montalcino;1;0
Valdorcia;14;San Quirico d'Orcia;Sarteano;2;0
Valdorcia;14;Torrita di Siena;San Casciano dei Bagni;1;3
Valdorcia;14;Abbadia San Salvatore;Sinalunga;2;3
Valdorcia;14;Pienza;Cortona;2;4
Valdorcia;14;Chiusi;Lucignano;1;0
Valdorcia;14;Foiano della Chiana;Castiglione d'Orcia;1;1
Valdorcia;14;Buonconvento;Seggiano;1;2
Valdorcia;14;Montepulciano;Radicofani;1;2
Valdorcia;15;Castiglione d'Orcia;Pienza;4;0
Valdorcia;15;Radicofani;Chianciano Terme;1;1
Valdorcia;15;Lucignano;Abbadia San Salvatore;2;1
Valdorcia;15;Montalcino;Buonconvento;1;1
Valdorcia;15;Sarteano;Foiano della Chiana;3;0
Valdorcia;15;Seggiano;Torrita di Siena;1;2
Valdorcia;15;Sinalunga;San Quirico d'Orcia;1;1
Valdorcia;15;Cetona;Montepulciano;1;1
Valdorcia;15;Trequanda;Chiusi;2;1
Valdorcia;15;Cortona;San Casciano dei Bagni;0;0
Valdorcia;16;Chianciano Terme;Buonconvento;1;2
Valdorcia;16;Cetona;Seggiano;4;1
Valdorcia;16;San Quirico d'Orcia;Montalcino;2;0
Valdorcia;16;Torrita di Siena;Pienza;2;2
Valdorcia;16;Abbadia San Salvatore;Sarteano;0;3
Valdorcia;16;Chiusi;Sinalunga;1;0
Valdorcia;16;Radicofani;Cortona;0;1
Valdorcia;16;Foiano della Chiana;Lucignano;0;1
Valdorcia;16;San Casciano dei Bagni;Castiglione d'Orcia;0;2
Valdorcia;16;Montepulciano;Trequanda;3;2
Valdorcia;17;Castiglione d'Orcia;Montepulciano;1;0
Valdorcia;17;Trequanda;San Quirico d'Orcia;1;2
Valdorcia;17;Sinalunga;Radicofani;0;0
Valdorcia;17;Seggiano;San Casciano dei Bagni;1;1
Valdorcia;17;Sarteano;Torrita di Siena;2;1
Valdorcia;17;Pienza;Chiusi;0;2
Valdorcia;17;Montalcino;Cetona;0;0
Valdorcia;17;Lucignano;Chianciano Terme;1;1
Valdorcia;17;Cortona;Abbadia San Salvatore;2;2
Valdorcia;17;Buonconvento;Foiano della Chiana;1;1
Valdorcia;18;Chianciano Terme;Sinalunga;2;2
Valdorcia;18;Cetona;Cortona;2;2
Valdorcia;18;San Quirico d'Orcia;Pienza;2;1
Valdorcia;18;Torrita di Siena;Castiglione d'Orcia;1;2
Valdorcia;18;Abbadia San Salvatore;Buonconvento;1;3
Valdorcia;18;Chiusi;Sarteano;1;0
Valdorcia;18;Radicofani;Seggiano;1;1
Valdorcia;18;Foiano della Chiana;Trequanda;4;1
Valdorcia;18;San Casciano dei Bagni;Lucignano;1;0
Valdorcia;18;Montepulciano;Montalcino;1;1
Valdorcia;19;Buonconvento;Torrita di Siena;2;1
Valdorcia;19;Trequanda;Chianciano Terme;0;0
Valdorcia;19;Sinalunga;Cetona;0;2
Valdorcia;19;Seggiano;Chiusi;1;0
Valdorcia;19;Sarteano;San Casciano dei Bagni;2;2
Valdorcia;19;Pienza;Foiano della Chiana;0;0
Valdorcia;19;Montalcino;Radicofani;2;1
Valdorcia;19;Lucignano;Montepulciano;0;0
Valdorcia;19;Cortona;San Quirico d'Orcia;0;0
Valdorcia;19;Castiglione d'Orcia;Abbadia San Salvatore;3;2
Valdorcia;20;Chiusi;Buonconvento;1;1
Valdorcia;20;Chianciano Terme;Castiglione d'Orcia;0;1
Valdorcia;20;Seggiano;Cortona;0;1
Valdorcia;20;Abbadia San Salvatore;Foiano della Chiana;0;2
Valdorcia;20;Radicofani;Lucignano;1;0
Valdorcia;20;Sarteano;Montalcino;3;0
Valdorcia;20;Montepulciano;Pienza;1;2
Valdorcia;20;Torrita di Siena;San Quirico d'Orcia;3;1
Valdorcia;20;San Casciano dei Bagni;Sinalunga;2;0
Valdorcia;20;Cetona;Trequanda;1;1
Valdorcia;21;Sinalunga;Seggiano;0;1
Valdorcia;21;Pienza;Chianciano Terme;0;2
Valdorcia;21;Buonconvento;Montepulciano;2;0
